,date,open,high,low,close,volume
197,2018-10-12,1119.64,1125.83,1095.03,1120.54,2468920
198,2018-10-15,1118.0,1121.8,1098.22,1102.44,1503956
199,2018-10-16,1113.48,1136.37,1111.75,1133.08,1918879
200,2018-10-17,1140.0,1147.0,1114.0,1127.59,1782614
201,2018-10-18,1130.0,1132.35,1086.34,1097.91,2307596
202,2018-10-19,1103.71,1120.95,1097.03,1105.18,2064289
203,2018-10-22,1112.51,1121.69,1100.0,1111.37,1355842
204,2018-10-23,1091.29,1118.0,1079.01,1114.91,1884255
205,2018-10-24,1115.0,1116.62,1055.06,1057.12,2464295
206,2018-10-25,1080.3,1117.82,1075.55,1103.59,3647814
207,2018-10-26,1048.33,1117.0,1042.23,1083.75,5321883
208,2018-10-29,1096.54,1108.83,1007.2,1034.73,4064452
209,2018-10-30,1020.01,1050.9,1013.97,1049.51,2988418
210,2018-10-31,1068.2,1108.0,1068.2,1090.58,3545821
211,2018-11-01,1091.4,1099.9,1077.82,1085.98,2006575
212,2018-11-02,1089.0,1098.0,1067.66,1071.49,2172215
213,2018-11-05,1072.53,1073.35,1034.0,1055.73,2267870
214,2018-11-06,1055.02,1079.82,1053.61,1069.57,1433013
215,2018-11-07,1083.49,1109.93,1080.59,1108.24,2169392
216,2018-11-08,1107.3,1108.22,1084.36,1094.63,1685193
217,2018-11-09,1084.02,1088.35,1064.26,1077.02,1743298
218,2018-11-12,1073.13,1074.1,1040.35,1049.36,1700091
219,2018-11-13,1054.81,1066.67,1040.4,1047.97,1287475
220,2018-11-14,1060.0,1065.79,1041.11,1054.58,1733302
221,2018-11-15,1051.46,1078.87,1041.29,1071.05,2079154
222,2018-11-16,1065.23,1072.44,1054.9,1068.27,1768308
223,2018-11-19,1063.39,1068.0,1022.87,1027.42,2284191
224,2018-11-20,1007.29,1037.35,1002.21,1030.45,2722934
225,2018-11-21,1045.31,1054.71,1039.46,1043.43,1485172
226,2018-11-23,1033.5,1043.0,1028.52,1030.1,708859
227,2018-11-26,1044.0,1057.0,1039.77,1055.94,1577941
228,2018-11-27,1051.34,1066.76,1045.5,1052.28,1652433
229,2018-11-28,1057.46,1092.86,1042.95,1091.79,2302121
230,2018-11-29,1083.53,1100.15,1082.0,1094.58,1550523
231,2018-11-30,1095.63,1109.65,1083.18,1109.65,2983340
232,2018-12-03,1132.16,1135.0,1111.73,1116.36,2876449
233,2018-12-04,1112.99,1114.24,1060.78,1062.47,2281485
234,2018-12-06,1045.0,1079.42,1042.48,1078.08,2371825
235,2018-12-07,1072.23,1085.03,1039.37,1046.58,2134111
236,2018-12-10,1042.94,1059.6,1033.0,1053.18,1682646
237,2018-12-11,1066.94,1070.4,1050.1,1061.65,1692576
238,2018-12-12,1077.08,1091.73,1071.97,1073.73,1447973
239,2018-12-13,1075.67,1088.42,1064.99,1073.54,1249403
240,2018-12-14,1060.02,1071.72,1049.37,1051.71,1817949
241,2018-12-17,1047.01,1062.38,1016.63,1025.65,2496551
242,2018-12-18,1034.0,1059.69,1030.48,1043.41,2182019
243,2018-12-19,1047.29,1075.71,1019.43,1035.46,2913237
244,2018-12-20,1026.0,1047.44,1007.86,1023.58,2683670
245,2018-12-21,1032.04,1037.67,981.19,991.25,5232490
246,2018-12-24,984.32,1012.12,977.66,984.67,1817955
247,2018-12-26,997.99,1048.45,992.65,1047.85,2315862
248,2018-12-27,1026.2,1053.34,1007.0,1052.9,2299806
249,2018-12-28,1059.5,1064.23,1042.0,1046.68,1718352
250,2018-12-31,1057.83,1062.99,1033.04,1044.96,1655504
251,2019-01-02,1027.2,1060.79,1025.28,1054.68,1593395
252,2019-01-03,1050.67,1066.26,1022.37,1025.47,2097957
253,2019-01-04,1042.56,1080.0,1036.86,1078.07,2301428
254,2019-01-07,1080.97,1082.7,1062.64,1075.92,2372667
255,2019-01-08,1086.0,1093.35,1068.35,1085.37,1770654
256,2019-01-09,1087.99,1091.64,1074.37,1081.65,1349912
257,2019-01-10,1074.94,1079.81,1064.68,1078.83,1329861
258,2019-01-11,1069.9,1073.37,1056.43,1064.47,1543238
259,2019-01-14,1053.34,1058.45,1048.55,1051.51,1424486
260,2019-01-15,1058.01,1088.27,1054.44,1086.51,1875852
261,2019-01-16,1090.0,1102.36,1088.01,1089.51,1914041
262,2019-01-17,1087.99,1100.7,1083.26,1099.12,1244801
263,2019-01-18,1108.59,1118.0,1099.28,1107.3,2244569
264,2019-01-22,1096.0,1098.97,1070.89,1078.63,1981594
265,2019-01-23,1086.86,1092.95,1067.57,1084.41,1259738
266,2019-01-24,1082.51,1088.0,1070.02,1084.0,1455948
267,2019-01-25,1094.23,1103.36,1091.8,1101.51,1163788
268,2019-01-28,1090.07,1093.37,1074.61,1079.86,1466714
269,2019-01-29,1081.04,1084.73,1066.02,1070.06,985248
270,2019-01-30,1077.36,1099.52,1076.64,1097.99,1472647
271,2019-01-31,1112.24,1127.67,1105.25,1125.89,2011572
272,2019-02-01,1122.29,1134.4,1114.25,1118.62,1655813
273,2019-02-04,1119.01,1142.34,1117.51,1141.42,3920591
274,2019-02-05,1129.63,1152.77,1123.6,1151.87,4114790
275,2019-02-06,1149.27,1154.0,1118.36,1122.89,2412820
276,2019-02-07,1111.82,1111.99,1093.59,1105.91,1914877
277,2019-02-08,1094.88,1105.1,1094.24,1102.38,1088327
278,2019-02-11,1103.75,1113.43,1100.0,1102.12,924881
279,2019-02-12,1111.01,1132.86,1111.01,1127.58,1751771
280,2019-02-13,1133.04,1142.85,1126.0,1128.63,1402087
281,2019-02-14,1125.0,1136.13,1117.09,1129.2,1055297
282,2019-02-15,1139.3,1139.3,1116.72,1119.63,1391348
283,2019-02-19,1116.64,1129.64,1116.64,1126.51,1099259
284,2019-02-20,1128.88,1130.93,1111.75,1120.59,1204533
285,2019-02-21,1118.78,1119.15,1097.98,1104.21,1663980
286,2019-02-22,1109.7,1117.25,1100.5,1116.56,1471783
287,2019-02-25,1121.93,1125.4,1114.11,1117.33,1310362
288,2019-02-26,1114.37,1126.44,1106.7,1122.01,1751261
289,2019-02-27,1114.01,1125.73,1108.56,1122.89,1104881
290,2019-02-28,1119.0,1133.99,1118.41,1126.55,1371355
291,2019-03-01,1131.0,1150.0,1131.0,1148.52,1704258
292,2019-03-04,1154.56,1165.52,1138.25,1153.42,1774467
293,2019-03-05,1156.0,1176.49,1153.02,1169.19,2004723
294,2019-03-06,1171.76,1174.74,1163.05,1164.94,1180052
295,2019-03-07,1160.5,1163.58,1141.71,1150.85,1504328
296,2019-03-08,1133.9,1153.45,1130.2,1149.97,1184732
297,2019-03-11,1152.0,1179.91,1151.57,1179.26,1501633
298,2019-03-12,1182.3,1205.71,1182.3,1197.25,2110979
299,2019-03-13,1205.93,1207.12,1197.91,1199.06,1294354
300,2019-03-14,1199.02,1204.7,1191.23,1192.53,1365072
301,2019-03-15,1198.0,1201.72,1187.01,1190.3,2593338
302,2019-03-18,1189.69,1194.95,1181.48,1188.55,1222203
303,2019-03-19,1191.72,1203.41,1189.46,1202.46,1489407
304,2019-03-20,1201.4,1229.99,1199.59,1226.43,2075442
305,2019-03-21,1220.0,1236.44,1216.58,1236.13,1407480
306,2019-03-22,1228.85,1233.63,1206.0,1207.65,1721133
307,2019-03-25,1199.56,1209.44,1190.0,1197.38,1378849
308,2019-03-26,1205.19,1207.65,1181.76,1189.84,1537606
309,2019-03-27,1191.92,1191.92,1164.23,1178.01,1471402
310,2019-03-28,1175.5,1177.25,1163.43,1172.27,1120122
311,2019-03-29,1180.18,1183.97,1166.38,1176.89,1544615
312,2019-04-01,1187.54,1200.2,1186.36,1198.98,1385595
313,2019-04-02,1200.05,1205.81,1191.24,1205.54,914413
314,2019-04-03,1212.7,1220.6,1205.08,1210.81,1109614
315,2019-04-04,1211.29,1220.55,1209.04,1219.45,1051089
316,2019-04-05,1219.3,1220.39,1210.03,1211.45,1001044
317,2019-04-08,1211.11,1213.95,1204.7,1208.28,1087588
318,2019-04-09,1201.89,1207.15,1198.38,1202.69,983840
319,2019-04-10,1205.09,1208.94,1200.66,1206.45,775456
320,2019-04-11,1208.9,1212.74,1204.54,1209.59,849947
321,2019-04-12,1215.62,1223.05,1213.29,1222.73,1215610
322,2019-04-15,1224.09,1229.3,1214.56,1226.53,1189974
323,2019-04-16,1230.0,1235.98,1225.04,1231.91,1131099
324,2019-04-17,1237.0,1245.1,1232.9,1240.14,1518286
325,2019-04-18,1245.0,1245.94,1239.41,1241.47,1237788
326,2019-04-22,1236.67,1254.34,1233.37,1253.76,954419
327,2019-04-23,1256.64,1274.43,1251.97,1270.59,1593449
328,2019-04-24,1270.59,1274.0,1259.81,1260.05,1169797
329,2019-04-25,1270.3,1272.8,1258.0,1267.34,1567161
330,2019-04-26,1273.38,1278.91,1265.0,1277.42,1361419
331,2019-04-29,1280.51,1296.97,1271.71,1296.2,3618362
332,2019-04-30,1190.63,1200.98,1183.0,1198.96,6658855
333,2019-05-01,1197.5,1199.25,1171.68,1173.32,3717018
334,2019-05-02,1172.6,1179.38,1158.33,1166.51,2254890
335,2019-05-03,1177.41,1191.4,1173.55,1189.55,2079376
336,2019-05-06,1172.0,1195.43,1171.16,1193.46,1588684
337,2019-05-07,1185.81,1194.77,1165.0,1178.86,1830238
338,2019-05-08,1177.29,1184.27,1167.63,1170.78,1276022
339,2019-05-09,1162.6,1174.07,1154.64,1167.97,1477752
340,2019-05-10,1168.84,1176.28,1146.37,1167.64,1582460
341,2019-05-13,1145.24,1151.97,1125.5,1136.59,2281686
342,2019-05-14,1142.32,1144.87,1123.53,1124.86,2019550
343,2019-05-15,1122.55,1178.3,1121.4,1170.8,2965117
344,2019-05-16,1171.84,1194.16,1168.45,1184.5,1765388
345,2019-05-17,1175.83,1186.29,1166.42,1168.78,1268050
346,2019-05-20,1153.0,1153.0,1138.14,1144.66,1530126
347,2019-05-21,1154.48,1158.0,1143.31,1154.44,1028248
348,2019-05-22,1151.25,1163.78,1151.0,1155.85,941279
349,2019-05-23,1146.07,1150.05,1133.16,1145.34,1260657
350,2019-05-24,1152.0,1154.36,1136.71,1138.61,927651
351,2019-05-28,1141.48,1156.49,1138.67,1139.56,1047554
352,2019-05-29,1132.7,1135.0,1111.95,1119.94,1811510
353,2019-05-30,1120.15,1126.8,1115.9,1121.41,904419
354,2019-05-31,1105.64,1113.4,1103.35,1106.5,1579481
355,2019-06-03,1066.93,1067.0,1027.03,1038.74,4844480
356,2019-06-04,1044.49,1058.44,1036.03,1054.49,3025564
357,2019-06-05,1055.0,1056.81,1033.0,1044.64,2349436
358,2019-06-06,1046.21,1050.0,1035.51,1047.76,1451026
359,2019-06-07,1054.28,1073.43,1051.15,1068.37,2191357
360,2019-06-10,1077.0,1094.84,1075.28,1082.76,1425464
361,2019-06-11,1096.99,1104.01,1079.57,1081.04,1675817
362,2019-06-12,1079.95,1082.52,1069.6,1079.1,1183650
363,2019-06-13,1084.71,1096.59,1082.57,1091.01,1040661
364,2019-06-14,1089.74,1094.76,1081.48,1086.3,1229304
365,2019-06-17,1089.1,1101.28,1088.0,1093.89,988491
366,2019-06-18,1111.5,1118.78,1100.79,1105.24,1726312
367,2019-06-19,1107.24,1109.43,1096.03,1104.51,1336015
368,2019-06-20,1121.7,1122.72,1107.0,1113.2,1200908
369,2019-06-21,1109.86,1126.57,1109.72,1125.37,2538872
370,2019-06-24,1120.0,1123.57,1113.31,1116.7,1211893
371,2019-06-25,1115.08,1115.7,1084.6,1087.58,1582217
372,2019-06-26,1091.0,1095.12,1073.69,1080.32,1734873
373,2019-06-27,1086.75,1088.46,1075.85,1076.63,1203914
374,2019-06-28,1077.23,1082.8,1073.8,1082.8,1683568
375,2019-07-01,1101.04,1108.59,1095.33,1100.0,1464449
376,2019-07-02,1104.83,1112.89,1099.67,1112.6,1031919
377,2019-07-03,1118.5,1127.99,1114.85,1122.99,1007718
378,2019-07-05,1119.37,1134.65,1117.5,1132.67,1489678
379,2019-07-08,1125.87,1127.21,1111.76,1116.79,1494371
380,2019-07-09,1110.32,1127.86,1107.15,1124.29,1473622
381,2019-07-10,1132.32,1142.34,1130.66,1140.91,1535546
382,2019-07-11,1146.16,1153.24,1139.53,1144.08,1300529
383,2019-07-12,1142.93,1147.5,1138.56,1145.34,1093933
384,2019-07-15,1145.34,1150.68,1140.0,1150.51,1058431
385,2019-07-16,1146.73,1158.58,1146.73,1153.46,1267641
386,2019-07-17,1150.92,1158.44,1146.62,1146.74,976894
387,2019-07-18,1142.0,1148.17,1132.86,1147.24,1273769
388,2019-07-19,1149.32,1151.58,1131.25,1131.55,1159153
389,2019-07-22,1135.47,1140.02,1125.21,1139.21,1446757
390,2019-07-23,1143.45,1148.86,1132.85,1148.05,1032438
391,2019-07-24,1132.62,1145.46,1128.51,1139.73,1359956
392,2019-07-25,1138.95,1143.59,1123.71,1135.94,2738139
393,2019-07-26,1228.0,1268.39,1228.0,1245.22,6060795
394,2019-07-29,1242.5,1248.99,1230.2,1241.84,2069127
395,2019-07-30,1227.0,1236.91,1225.32,1228.0,1430775
396,2019-07-31,1224.87,1234.91,1208.18,1218.2,1997999
397,2019-08-01,1217.63,1236.3,1207.0,1211.78,1771271
398,2019-08-02,1203.0,1209.5,1190.0,1196.32,1745450
399,2019-08-05,1172.97,1176.88,1142.75,1154.75,2391972
400,2019-08-06,1165.52,1181.4,1161.53,1171.08,1800707
401,2019-08-07,1157.8,1179.87,1150.84,1175.91,1534347
402,2019-08-08,1186.43,1206.28,1174.0,1206.19,1505848
403,2019-08-09,1199.99,1204.46,1184.89,1188.9,1020945
404,2019-08-12,1180.0,1185.61,1168.72,1174.5,1103243
405,2019-08-13,1174.35,1205.43,1172.99,1196.73,1430240
406,2019-08-14,1176.07,1182.79,1161.07,1164.25,1771501
407,2019-08-15,1168.43,1176.42,1163.0,1169.32,1430715
408,2019-08-16,1180.79,1183.84,1173.0,1179.21,1265187
409,2019-08-19,1191.83,1209.39,1190.4,1200.44,1222854
410,2019-08-20,1195.35,1198.0,1183.05,1183.53,1010566
411,2019-08-21,1195.82,1200.56,1187.92,1191.58,708272
412,2019-08-22,1193.8,1198.78,1178.91,1191.52,867915
413,2019-08-23,1185.17,1195.67,1150.0,1153.58,1813141
414,2019-08-26,1159.45,1171.86,1154.85,1171.18,1058926
415,2019-08-27,1183.0,1185.0,1164.56,1170.82,1173489
416,2019-08-28,1164.87,1178.5,1160.25,1173.75,840829
417,2019-08-29,1186.42,1199.19,1185.28,1194.24,982098
418,2019-08-30,1200.35,1200.35,1185.72,1190.53,903375
419,2019-09-03,1181.85,1189.08,1163.71,1169.55,1296116
420,2019-09-04,1179.45,1184.88,1171.53,1182.27,1065666
421,2019-09-05,1193.66,1214.0,1192.69,1212.19,1320656
422,2019-09-06,1209.14,1212.95,1203.26,1206.32,948580
423,2019-09-09,1207.08,1220.55,1193.17,1205.27,1592958
